"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"ASV1384"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Diversisporales"	"f__Diversisporaceae"	"g__Diversisporaceae_gen_Incertae_sedis"	NA
"ASV1385"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Eurotiales"	"f__Aspergillaceae"	"g__Penicillium"	"s__roseopurpureum"
"ASV1386"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomus"	"s__macrocarpum"
"ASV1387"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Didymellaceae"	"g__Didymella"	"s__coffeae-arabicae"
"ASV1388"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	NA	NA	NA	NA
"ASV1389"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	NA	NA
"ASV1390"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Pisorisporiales"	"f__Pisorisporiaceae"	"g__Achroceratosphaeria"	NA
"ASV1391"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomeraceae_gen_Incertae_sedis"	NA
"ASV1392"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV1393"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Xylariales"	"f__Hypoxylaceae"	"g__Hypoxylon"	"s__zangii"
"ASV1394"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Entolomataceae"	"g__Clitopilus"	"s__prunulus"
"ASV1395"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Onygenales"	"f__Onygenales_fam_Incertae_sedis"	"g__Onygenales_gen_Incertae_sedis"	NA
"ASV1396"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Capnodiales"	"f__Cladosporiaceae"	"g__Cladosporium"	"s__adianticola"
"ASV1397"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Xylariales"	"f__Hypoxylaceae"	"g__Hypoxylon"	NA
"ASV1398"	"k__Fungi"	"p__Ascomycota"	"c__Pezizomycotina_cls_Incertae_sedis"	"o__Pezizomycotina_ord_Incertae_sedis"	"f__Pezizomycotina_fam_Incertae_sedis"	"g__Spermospora"	"s__zeae"
"ASV1399"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Pyrenochaetopsidaceae"	"g__Xenopyrenochaetopsis"	"s__pratorum"
"ASV1400"	"k__Fungi"	"p__Fungi_phy_Incertae_sedis"	"c__Fungi_cls_Incertae_sedis"	"o__Fungi_ord_Incertae_sedis"	"f__Fungi_fam_Incertae_sedis"	"g__Fungi_gen_Incertae_sedis"	NA
"ASV1401"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Xylariales"	"f__Apiosporaceae"	NA	NA
"ASV1402"	"k__Fungi"	"p__Fungi_phy_Incertae_sedis"	"c__Fungi_cls_Incertae_sedis"	"o__Fungi_ord_Incertae_sedis"	"f__Fungi_fam_Incertae_sedis"	"g__Fungi_gen_Incertae_sedis"	NA
"ASV1403"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	NA
"ASV1404"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Dothideales"	"f__Dothideaceae"	"g__Dothidea"	NA
"ASV1405"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Eurotiales"	"f__Aspergillaceae"	"g__Talaromyces"	NA
"ASV1406"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Xylariales"	"f__Amphisphaeriaceae"	"g__Amphisphaeriaceae_gen_Incertae_sedis"	NA
"ASV1407"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Leotiaceae"	NA	NA
"ASV1408"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Thelephorales"	"f__Thelephoraceae"	"g__Tomentella"	NA
"ASV1409"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Ophiostomatales"	"f__Ophiostomataceae"	"g__Sporothrix"	"s__inflata"
"ASV1410"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Phallales"	"f__Phallaceae"	"g__Phallus"	"s__rubicundus"
"ASV1411"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariomycetes_ord_Incertae_sedis"	"f__Junewangiaceae"	"g__Junewangiaceae_gen_Incertae_sedis"	NA
"ASV1412"	"k__Fungi"	"p__Glomeromycota"	"c__Archaeosporomycetes"	"o__Archaeosporales"	"f__Archaeosporaceae"	"g__Archaeosporaceae_gen_Incertae_sedis"	NA
"ASV1413"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Rhizophagus"	"s__irregularis"
"ASV1414"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Microdominikia"	NA
"ASV1415"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Tricholomataceae"	"g__Mycenella"	NA
"ASV1416"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	NA	NA	NA
"ASV1417"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Rhizophagus"	"s__irregularis"
"ASV1418"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Thelephorales"	"f__Thelephoraceae"	"g__Tomentella"	NA
"ASV1419"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Clavicipitaceae"	NA	NA
"ASV1420"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomeraceae_gen_Incertae_sedis"	NA
"ASV1421"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Dominikia"	NA
"ASV1422"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Eurotiales"	"f__Aspergillaceae"	"g__Talaromyces"	"s__rubrifaciens"
"ASV1423"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Tricholomataceae"	"g__Delicatula"	"s__integrella"
"ASV1424"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Microdominikia"	"s__litorea"
"ASV1425"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	NA	NA	NA
"ASV1426"	"k__Fungi"	"p__Ascomycota"	"c__Pezizomycetes"	"o__Pezizales"	"f__Pyronemataceae"	"g__Scutellinia"	NA
"ASV1427"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	NA	NA
"ASV1428"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Polyporales"	"f__Ganodermataceae"	"g__Ganoderma"	"s__applanatum"
"ASV1429"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Mycosphaerellales"	"f__Teratosphaeriaceae"	"g__Devriesia"	NA
"ASV1430"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Sebacinales"	"f__Serendipitaceae"	"g__Serendipita"	NA
"ASV1431"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Mollisiaceae"	NA	NA
"ASV1432"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiales_fam_Incertae_sedis"	NA	NA
"ASV1433"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Cordycipitaceae"	"g__Beauveria"	NA
"ASV1434"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV1435"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreales_fam_Incertae_sedis"	"g__Acremonium"	"s__camptosporum"
"ASV1436"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV1437"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Hyaloscyphaceae"	"g__Unguicularia"	NA
"ASV1438"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Thelebolales"	"f__Pseudeurotiaceae"	"g__Pseudeurotium"	"s__hygrophilum"
"ASV1439"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Rhizophagus"	"s__irregularis"
"ASV1440"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Tricholomataceae"	"g__Mycenella"	"s__lasiosperma"
"ASV1441"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Dominikia"	NA
"ASV1442"	"k__Fungi"	"p__Glomeromycota"	"c__Paraglomeromycetes"	"o__Paraglomerales"	"f__Paraglomeraceae"	"g__Paraglomus"	"s__laccatum"
"ASV1443"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Rhizophagus"	"s__irregularis"
"ASV1444"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreales_fam_Incertae_sedis"	"g__Acremonium"	"s__persicinum"
"ASV1445"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Roussoellaceae"	"g__Pseudoroussoella"	"s__chromolaenae"
"ASV1446"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreales_fam_Incertae_sedis"	"g__Sarocladium"	NA
"ASV1447"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Linnemannia"	"s__sclerotiella"
"ASV1448"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Nigrogranaceae"	"g__Nigrograna"	"s__antibiotica"
"ASV1449"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV1450"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Didymosphaeriaceae"	NA	NA
"ASV1451"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	NA	NA	NA
"ASV1452"	"k__Fungi"	"p__Glomeromycota"	"c__Paraglomeromycetes"	"o__Paraglomerales"	"f__Paraglomeraceae"	"g__Paraglomus"	"s__laccatum"
"ASV1453"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Xylariales"	"f__Microdochiaceae"	"g__Idriella"	NA
"ASV1454"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Microdominikia"	"s__litorea"
"ASV1455"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Septoglomus"	"s__constrictum"
"ASV1456"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	NA	NA	NA
"ASV1457"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Melanommataceae"	"g__Camposporium"	"s__appendiculatum"
"ASV1458"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Mycenaceae"	"g__Mycenaceae_gen_Incertae_sedis"	NA
"ASV1459"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Microascales"	"f__Microascaceae"	"g__Wardomyces"	"s__humicola"
"ASV1460"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Leotiaceae"	"g__Alatospora"	NA
"ASV1461"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	NA	NA	NA
"ASV1462"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	NA	NA	NA
"ASV1463"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Eurotiales"	"f__Aspergillaceae"	"g__Penicillium"	"s__catenatum"
"ASV1464"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Microascales"	"f__Halosphaeriaceae"	"g__Halosphaeriaceae_gen_Incertae_sedis"	NA
"ASV1465"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Tricladiaceae"	"g__Spirosphaera"	"s__cupreorufescens"
"ASV1466"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Lentitheciaceae"	"g__Keissleriella"	NA
"ASV1467"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Chaetothyriales"	"f__Herpotrichiellaceae"	"g__Exophiala"	"s__equina"
"ASV1468"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Cordycipitaceae"	"g__Flavocillium"	"s__bifurcatum"
"ASV1469"	"k__Fungi"	"p__Ascomycota"	"c__Pezizomycotina_cls_Incertae_sedis"	"o__Pezizomycotina_ord_Incertae_sedis"	"f__Pezizomycotina_fam_Incertae_sedis"	"g__Triscelophorus"	NA
"ASV1470"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Atractosporales"	"f__Atractosporales_fam_Incertae_sedis"	"g__Atractosporales_gen_Incertae_sedis"	NA
"ASV1471"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Hyaloscyphaceae"	"g__Lachnum"	"s__pygmaeum"
"ASV1472"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomus"	NA
"ASV1473"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Microdominikia"	"s__litorea"
"ASV1474"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Onygenales"	"f__Nannizziopsiaceae"	"g__Nannizziopsis"	"s__mirabilis"
"ASV1475"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Onygenales"	"f__Onygenales_fam_Incertae_sedis"	"g__Onygenales_gen_Incertae_sedis"	NA
"ASV1476"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Microascales"	"f__Halosphaeriaceae"	"g__Qarounispora"	"s__grandiappendiculata"
"ASV1477"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__bisporalis"
"ASV1478"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Claroideoglomeraceae"	"g__Claroideoglomus"	"s__claroideum"
"ASV1479"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Dominikia"	NA
"ASV1480"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomeraceae_gen_Incertae_sedis"	NA
"ASV1481"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Rhizophagus"	"s__irregularis"
"ASV1482"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Eurotiales"	"f__Aspergillaceae"	"g__Paecilomyces"	"s__maximus"
"ASV1483"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Cordycipitaceae"	"g__Simplicillium"	"s__lamellicola"
"ASV1484"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Trechisporales"	"f__Trechisporales_fam_Incertae_sedis"	"g__Trechisporales_gen_Incertae_sedis"	NA
"ASV1485"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Sclerotiniaceae"	"g__Sclerotinia"	NA
"ASV1486"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Chaetothyriales"	"f__Herpotrichiellaceae"	"g__Exophiala"	"s__ellipsoidea"
"ASV1487"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Mycosphaerellales"	"f__Mycosphaerellaceae"	"g__Ramularia"	NA
"ASV1488"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Gloniales"	"f__Gloniaceae"	"g__Cenococcum"	NA
"ASV1489"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Chaetothyriales"	"f__Cyphellophoraceae"	"g__Anthopsis"	NA
"ASV1490"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Branch06"	"f__Branch06_fam_Incertae_sedis"	"g__Branch06_gen_Incertae_sedis"	NA
"ASV1491"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Chaetomiaceae"	"g__Trichocladium"	"s__crispatum"
"ASV1492"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Microdominikia"	"s__litorea"
"ASV1493"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Hyaloscyphaceae"	"g__Glutinomyces"	NA
"ASV1494"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	"s__tricinctum"
"ASV1495"	"k__Fungi"	"p__Ascomycota"	"c__Ascomycota_cls_Incertae_sedis"	"o__Ascomycota_ord_Incertae_sedis"	"f__Ascomycota_fam_Incertae_sedis"	"g__Ascomycota_gen_Incertae_sedis"	NA
"ASV1496"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Chaetosphaeriales"	"f__Chaetosphaeriaceae"	"g__Chaetosphaeria"	"s__vermicularioides"
"ASV1497"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Agaricaceae"	"g__Leucoagaricus"	NA
"ASV1498"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	NA	NA
"ASV1499"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Sebacinales"	"f__Serendipitaceae"	"g__Serendipita"	NA
"ASV1500"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Agaricaceae"	"g__Lepiota"	NA
"ASV1501"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Chaetothyriales"	"f__Herpotrichiellaceae"	"g__Herpotrichiellaceae_gen_Incertae_sedis"	NA
"ASV1502"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Dominikia"	NA
"ASV1503"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Glomerellales"	"f__Plectosphaerellaceae"	"g__Plectosphaerellaceae_gen_Incertae_sedis"	NA
"ASV1504"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Chaetosphaeriales"	"f__Chaetosphaeriaceae"	"g__Chaetosphaeria"	NA
"ASV1505"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV1506"	"k__Fungi"	"p__Mucoromycota"	"c__Mucoromycotina_cls_Incertae_sedis"	"o__Mucoromycotina_ord_Incertae_sedis"	"f__Mucoromycotina_fam_Incertae_sedis"	"g__Bifiguratus"	NA
"ASV1507"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	NA	NA	NA	NA
"ASV1508"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Auriculariales"	"f__Auriculariales_fam_Incertae_sedis"	"g__Oliveonia"	NA
"ASV1509"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Chaetosphaeriales"	"f__Chaetosphaeriaceae"	"g__Chaetosphaeria"	NA
"ASV1510"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Chaetothyriales"	"f__Herpotrichiellaceae"	"g__Cladophialophora"	"s__cabanerensis"
"ASV1511"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Pluteaceae"	"g__Pluteus"	"s__longistriatus"
"ASV1512"	"k__Fungi"	"p__Chytridiomycota"	"c__Rhizophydiomycetes"	"o__Rhizophydiales"	"f__Alphamycetaceae"	"g__Betamyces"	NA
"ASV1513"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Bulleribasidiaceae"	"g__Vishniacozyma"	"s__victoriae"
"ASV1514"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Tubeufiales"	"f__Tubeufiaceae"	"g__Neohelicosporium"	NA
"ASV1515"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Hyaloscyphaceae"	"g__Hyaloscypha"	NA
"ASV1516"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Xylariales"	"f__Xylariales_fam_Incertae_sedis"	"g__Neotrichosphaeria"	NA
"ASV1517"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Lophiostomataceae"	"g__Lophiostoma"	"s__corticola"
"ASV1518"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Auriculariales"	"f__Auriculariales_fam_Incertae_sedis"	"g__Oliveonia"	NA
"ASV1519"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Microascales"	"f__Halosphaeriaceae"	"g__Halosarpheia"	NA
"ASV1520"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Podila"	"s__minutissima"
"ASV1521"	"k__Fungi"	"p__Ascomycota"	"c__Pezizomycotina_cls_Incertae_sedis"	"o__Pezizomycotina_ord_Incertae_sedis"	"f__Pezizomycotina_fam_Incertae_sedis"	"g__Triscelophorus"	NA
"ASV1522"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Chaetosphaeriales"	"f__Chaetosphaeriaceae"	"g__Chaetosphaeria"	NA
"ASV1523"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreaceae"	"g__Hypomyces"	"s__cervinus"
"ASV1524"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Diversisporales"	"f__Diversisporaceae"	"g__Diversispora"	"s__epigaea"
"ASV1525"	"k__Fungi"	"p__Glomeromycota"	"c__Paraglomeromycetes"	"o__Paraglomerales"	"f__Paraglomeraceae"	"g__Paraglomus"	"s__laccatum"
"ASV1526"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Ilyonectria"	"s__destructans"
"ASV1527"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV1528"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Mycosphaerellales"	"f__Teratosphaeriaceae"	"g__Devriesia"	NA
"ASV1529"	"k__Fungi"	"p__Ascomycota"	"c__Lecanoromycetes"	"o__Lecanoromycetes_ord_Incertae_sedis"	"f__Lecanoromycetes_fam_Incertae_sedis"	"g__Lecanoromycetes_gen_Incertae_sedis"	NA
"ASV1530"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomus"	NA
"ASV1531"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Microascales"	"f__Halosphaeriaceae"	"g__Halosphaeriaceae_gen_Incertae_sedis"	NA
"ASV1532"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Diaporthales"	"f__Melanconiellaceae"	"g__Melanconiellaceae_gen_Incertae_sedis"	NA
"ASV1533"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Polyporales"	"f__Meripilaceae"	"g__Physisporinus"	NA
"ASV1534"	"k__Fungi"	"p__Ascomycota"	"c__Pezizomycetes"	"o__Pezizales"	"f__Sarcoscyphaceae"	"g__Sarcoscypha"	"s__occidentalis"
"ASV1535"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Agaricaceae"	"g__Lepiota"	NA
"ASV1536"	"k__Fungi"	"p__Basidiomycota"	"c__Cystobasidiomycetes"	"o__Cystobasidiomycetes_ord_Incertae_sedis"	"f__Symmetrosporaceae"	"g__Symmetrospora"	NA
"ASV1537"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomus"	NA
"ASV1538"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Cantharellales"	"f__Tulasnellaceae"	"g__Tulasnella"	NA
"ASV1539"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV1540"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Sebacinales"	"f__Serendipitaceae"	"g__Serendipita"	NA
"ASV1541"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	NA	NA
"ASV1542"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	NA	NA
"ASV1543"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV1544"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Sebacinales"	"f__Serendipitaceae"	"g__Serendipita"	NA
"ASV1545"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomeraceae_gen_Incertae_sedis"	NA
"ASV1546"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Microascales"	"f__Halosphaeriaceae"	"g__Cirrenalia"	NA
"ASV1547"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Diversisporales"	"f__Diversisporaceae"	NA	NA
"ASV1548"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Diversisporales"	"f__Diversisporaceae"	"g__Diversisporaceae_gen_Incertae_sedis"	NA
"ASV1549"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Eurotiales"	"f__Aspergillaceae"	"g__Penicillium"	"s__cryptum"
"ASV1550"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiaceae"	"g__Scytalidium"	"s__lignicola"
